Winner,B_avg_SIG_STR_pct,B_avg_TD_pct,B_avg_SUB_ATT,B_avg_SIG_STR_landed,B_avg_TD_landed,B_wins,B_losses,B_draw,B_Height_cms,B_Reach_cms,R_avg_SIG_STR_pct,R_avg_TD_pct,R_avg_SUB_ATT,R_avg_SIG_STR_landed,R_avg_TD_landed,R_wins,R_losses,R_draw,R_Height_cms,R_Reach_cms,B_age,R_age
Red,0.45299018,0.293275199,0.466991685,33.76809563,1.127575526,0,0,0,193.04,200.66,0.455619268,0.295788642,0.4536331,34.72293911,1.166874569,0,0,0,180.34,187.96,31,33
Blue,0.45299018,0.293275199,0.466991685,33.76809563,1.127575526,0,0,0,160.02,162.56,0.435,0.5,0.5,36.5,1.5,1,1,0,162.56,160.02,30,30
Blue,0.5075,0.25,0,54.75,1,2,1,0,182.88,190.5,0.525,0,0,53,0,1,1,0,177.8,177.8,30,37
Blue,0.49390625,0.389882813,0.01171875,52.79296875,1.20703125,6,3,0,175.26,175.26,0.39028987,0.335928575,0.826400043,5.213596106,0.629539356,20,13,0,172.72,180.34,36,36
Red,0.45299018,0.293275199,0.466991685,33.76809563,1.127575526,0,0,0,187.96,183.3322081,0.455619268,0.295788642,0.4536331,34.72293911,1.166874569,0,0,0,180.34,183.5219184,25,23
Blue,0.45299018,0.293275199,0.466991685,33.76809563,1.127575526,0,0,0,165.1,183.3322081,0.31,0.175,0,40,2.5,0,2,0,167.64,170.18,25,30
Red,0.42375,0.12375,0.25,14.625,1.125,2,2,0,193.04,198.12,0.371645508,0.668693848,0.76171875,13.26635742,1.178466797,8,5,0,187.96,193.04,31,33
Red,0.3815625,0.0875,0.03125,22.25,1.25,3,4,0,172.72,177.8,0.603125,0.341875,0.59375,40.0625,2.8125,4,2,0,175.26,177.8,28,27
Blue,0.5825,0,0,24,0,2,1,0,187.96,190.5,0.42,0.25,0.5,43,0.5,2,0,0,182.88,177.8,29,37
Red,0.40375,0.2475,1.6875,8.625,1.125,2,3,0,182.88,190.5,0.23,0.13,0,22,2,0,1,0,185.42,185.42,27,25
Blue,0.45299018,0.293275199,0.466991685,33.76809563,1.127575526,0,0,0,167.64,175.26,0.4596875,0,0.53125,18.15625,0,3,3,0,170.18,180.34,25,39
Red,0.45299018,0.293275199,0.466991685,33.76809563,1.127575526,0,0,0,177.8,183.3322081,0.455619268,0.295788642,0.4536331,34.72293911,1.166874569,0,0,0,177.8,177.8,26,28
Blue,0.39777832,0.554785156,0.519042969,40.578125,3.696289063,11,1,0,182.88,187.96,0.60625,0.0625,0.375,24.1875,0.0625,4,1,0,187.96,195.58,32,26
Red,0.45875,0.41,1.25,14.75,1.75,2,2,0,177.8,182.88,0.3425,0.28125,0.875,29.25,1.375,4,0,0,172.72,177.8,31,25
Blue,0.525,0,0,15,0,1,1,0,190.5,213.36,0.4775,0,0.25,38.25,0,3,0,0,200.66,203.2,27,33
Blue,0.45299018,0.293275199,0.466991685,33.76809563,1.127575526,0,0,0,172.72,172.72,0.52,0,0,76,0,0,1,0,172.72,183.5219184,25,31
Blue,0.27640625,0.0653125,0.171875,56.953125,0.53125,4,3,0,170.18,170.18,0.34,0,1,11,0,1,0,0,167.64,167.64,28,28
Blue,0.6,1,0,51,1,1,0,0,180.34,177.8,0.401621094,0.211503906,0.640625,26.04394531,1.66796875,7,4,0,175.26,180.34,30,35
Red,0.5025,0.625,0.125,45.625,1.75,2,2,0,193.04,198.12,0.66,1,0,16,1,0,1,0,190.5,205.74,30,31
Blue,0.45299018,0.293275199,0.466991685,33.76809563,1.127575526,0,0,0,187.96,198.12,0.3340625,0.1215625,0,40.21875,1.4375,2,4,0,170.18,177.8,27,32
Red,0.45299018,0.293275199,0.466991685,33.76809563,1.127575526,0,0,0,200.66,183.3322081,0.455619268,0.295788642,0.4536331,34.72293911,1.166874569,0,0,0,187.96,187.96,27,27
Red,0.45299018,0.293275199,0.466991685,33.76809563,1.127575526,0,0,0,182.88,185.42,0.41375,0.47375,0.21875,37.203125,1.609375,5,2,0,177.8,180.34,31,31
Blue,0.41,0.135,0,39.5,1.5,1,1,0,175.26,175.26,0.42765625,0.0103125,0.390625,37.578125,0.09375,5,2,0,177.8,182.88,32,28
Red,0.791582031,0.269199219,0.029296875,26.078125,0.529296875,8,2,0,190.5,205.74,0.515636139,0.35582428,9.16E-05,72.17990112,3.008209229,12,5,0,185.42,195.58,28,37
Red,0.45299018,0.293275199,0.466991685,33.76809563,1.127575526,0,0,0,175.26,182.88,0.455619268,0.295788642,0.4536331,34.72293911,1.166874569,0,0,0,175.26,185.42,31,31
Red,0.45299018,0.293275199,0.466991685,33.76809563,1.127575526,0,0,0,187.96,183.3322081,0.455619268,0.295788642,0.4536331,34.72293911,1.166874569,0,0,0,182.88,183.5219184,29.22285948,29.68660624
Red,0.47875,0.63,0.875,4.125,0.9375,3,2,0,172.72,183.3322081,0.49,0.12,0,50,3,0,1,0,170.18,177.8,30,26
Red,0.58,0,0,80,0,1,0,0,185.42,185.42,0.455619268,0.295788642,0.4536331,34.72293911,1.166874569,0,0,0,190.5,183.5219184,31,26
Red,0.3378125,0.27375,1.8125,26.625,1.75,6,1,0,177.8,180.34,0.758125,0.0875,0,14.3125,0.5625,4,1,0,167.64,167.64,28,27
Blue,0.46,0.75,1,48,3,1,0,0,187.96,200.66,0.26,0,0,6,0,1,0,0,195.58,200.66,25,23
Red,0.45299018,0.293275199,0.466991685,33.76809563,1.127575526,0,0,0,182.88,183.3322081,0.27,0,0,3,0,0,1,0,187.96,187.96,28,32
Red,0.44,0.2125,1.5,33.25,1.5,3,1,0,177.8,182.88,0.4175,0.25,0,59.75,0.5,1,2,0,182.88,187.96,24,28
Red,0.648586426,0.166416016,0.798828125,77.39111328,0.45703125,9,4,0,175.26,177.8,0.627438965,0.800905762,1.1953125,83.58447266,5.067382813,11,2,0,180.34,193.04,30,27
Blue,0.45299018,0.293275199,0.466991685,33.76809563,1.127575526,0,0,0,175.26,177.8,0.455619268,0.295788642,0.4536331,34.72293911,1.166874569,0,0,0,182.88,185.42,29,24
Red,0.450703125,0.01859375,0.6953125,23.21875,0.0859375,5,3,0,193.04,200.66,0.41,0.4,0,42,2,1,0,0,193.04,213.36,31,21
Red,0.45299018,0.293275199,0.466991685,33.76809563,1.127575526,0,0,0,167.64,165.1,0.439921875,0.21734375,1.4296875,105.8515625,0.9296875,6,2,0,167.64,170.18,27,28
Blue,0.225,0,0.25,39.25,0,3,0,0,190.5,193.04,0.555,0.43,1,43,2.5,2,0,0,180.34,185.42,28,20
Blue,0.45299018,0.293275199,0.466991685,33.76809563,1.127575526,0,0,0,175.26,177.8,0.3075,0.165,0,21.75,0.5,1,2,0,170.18,180.34,32,26
Red,0.46,0.28,0,18,2,0,1,0,182.88,190.5,0.465,0.55,5.5,18,1.5,1,1,0,185.42,190.5,23,32
Blue,0.45299018,0.293275199,0.466991685,33.76809563,1.127575526,0,0,0,167.64,177.8,0.455619268,0.295788642,0.4536331,34.72293911,1.166874569,0,0,0,170.18,182.88,24,29
Blue,0.66,0,1,28,0,0,1,0,177.8,180.34,0.38,0.225,0.25,29.75,0.75,1,2,0,175.26,180.34,24,29
Red,0.68,0.27,2,40,3,1,0,0,167.64,170.18,0.45,0.4,0,56,4,1,0,0,167.64,167.64,26,26
Red,0.5178125,0.3878125,0.09375,62.84375,3.25,4,2,0,162.56,165.1,0.43625,0.45203125,0,64.578125,3.234375,6,1,0,165.1,167.64,31,26
Blue,0.307026367,0.250061035,0.06652832,15.88922119,0.250061035,11,4,0,190.5,195.58,0.474375,0,0,52.375,0,2,3,0,193.04,208.28,35,34
Red,0.42,0,0,10.5,0,1,1,0,187.96,185.42,0.5875,0.125,1,41.625,0.125,3,1,0,193.04,208.28,32,32
Red,0.364541016,0.294082031,0.455078125,33.28808594,0.529296875,6,5,0,185.42,195.58,0.73,0.75,1,41.5,1.5,2,0,0,187.96,190.5,32,26
Red,0.457749939,0.154460449,0.000274658,52.63327026,0.755310059,10,6,0,175.26,180.34,0.445351562,0.29203125,0.46875,51.6953125,1.544921875,7,3,0,185.42,195.58,28,32
Red,0.45299018,0.293275199,0.466991685,33.76809563,1.127575526,0,0,0,177.8,183.3322081,0.455619268,0.295788642,0.4536331,34.72293911,1.166874569,0,0,0,170.18,177.8,29,24
Red,0.71,0,0,5,0,1,0,0,180.34,180.34,0.4053125,0,0.3125,63.40625,0,4,2,0,172.72,180.34,23,29
Red,0.32,0.25,1,16,1,1,0,0,180.34,190.5,0.53,0,0,27.5,0,2,0,0,182.88,182.88,23,33
Blue,0.5,0,0,114,0,0,1,0,175.26,177.8,0.41,0.22,1,44,2,0,1,0,167.64,172.72,33,30
Red,0.49328125,0.2521875,1.796875,29.03125,2.1875,5,2,0,172.72,172.72,0.380585938,0.590429687,1.5625,11.5,2.97265625,5,4,0,172.72,190.5,27,30
Red,0.364718199,0.316727671,0.03168595,49.48454677,0.334545676,23,10,0,185.42,185.42,0.543847656,0.002734375,0,59.33007813,0.005859375,9,2,0,175.26,187.96,36,31
Red,0.45299018,0.293275199,0.466991685,33.76809563,1.127575526,0,0,0,175.26,183.3322081,0.6215625,0.015625,0.59375,25.296875,0.015625,4,3,0,187.96,195.58,26,31
Red,0.50640625,0.16828125,0,44.984375,0.625,6,2,0,182.88,180.34,0.474921875,0.45484375,0.140625,21.046875,2.8359375,5,3,0,180.34,185.42,29,23
Red,0.45299018,0.293275199,0.466991685,33.76809563,1.127575526,0,0,0,190.5,183.3322081,0.2625,0,0,15.75,0,0,3,0,195.58,195.58,27,32
Red,0.45299018,0.293275199,0.466991685,33.76809563,1.127575526,0,0,0,177.8,183.3322081,0.3475,0.5,0.25,12.5,1.25,2,1,0,175.26,180.34,29,23
Red,0.429082031,0.588164063,0.91015625,63.57617188,1.05859375,6,4,0,185.42,195.58,0.49875,0.2925,0.25,52.75,1.75,2,2,0,180.34,182.88,32,31
Blue,0.45299018,0.293275199,0.466991685,33.76809563,1.127575526,0,0,0,190.5,195.58,0.455619268,0.295788642,0.4536331,34.72293911,1.166874569,0,0,0,190.5,193.04,30,33
Blue,0.29,0,0,5,0,0,1,0,182.88,182.88,0.555,0,1,48.5,0,1,1,0,187.96,187.96,26,32
Red,0.45299018,0.293275199,0.466991685,33.76809563,1.127575526,0,0,0,190.5,183.3322081,0.44,0,0,22,0,1,0,0,187.96,195.58,34,31
Red,0.44,0.48375,1.75,29,1.375,4,0,0,175.26,182.88,0.45,0.25,0.5,18,0.5,2,0,0,170.18,182.88,23,25
Blue,0.42125,0.78625,0,30.875,1,3,2,0,182.88,180.34,0.455619268,0.295788642,0.4536331,34.72293911,1.166874569,0,0,0,182.88,187.96,28,26
Blue,0.275,0.625,0.5,19.5,1.75,3,0,0,177.8,185.42,0.47,0.5,0,28,1,1,1,0,182.88,193.04,24,27
Red,0.45299018,0.293275199,0.466991685,33.76809563,1.127575526,0,0,0,177.8,183.3322081,0.572689886,0.39140069,0.207843781,21.86840916,1.908326149,16,5,0,175.26,185.42,43,36
Blue,0.425,0.135,1,27.5,1.5,1,1,0,167.64,170.18,0.38,0.51,1,13.5,3,0,2,0,180.34,187.96,27,23
Red,0.455,0,0,9.5,0,0,2,0,187.96,187.96,0.45,0,0,29,0,0,1,0,195.58,203.2,36,30
Blue,0.38,0,1,16,0,0,1,0,182.88,190.5,0.4125,0.25,1.25,23.25,0.25,0,3,0,182.88,193.04,25,30
Red,0.45299018,0.293275199,0.466991685,33.76809563,1.127575526,0,0,0,177.8,198.12,0.7175,0.58,0.75,67.25,2,3,0,0,185.42,187.96,23,29
Blue,0.42,0.09,1,58.5,1,1,1,0,162.56,157.48,0.34,1,0,53,1,0,1,0,167.64,170.18,29,25
Blue,0.48,0,0,82,0,0,1,0,187.96,190.5,0.5225,0.35,0,16.5,1.5,2,1,0,185.42,187.96,28,34
Red,0.45299018,0.293275199,0.466991685,33.76809563,1.127575526,0,0,0,170.18,183.3322081,0.455619268,0.295788642,0.4536331,34.72293911,1.166874569,0,0,0,180.34,183.5219184,28,27
Red,0.45299018,0.293275199,0.466991685,33.76809563,1.127575526,0,0,0,165.1,170.18,0.42,0.3625,0,39.75,3.25,0,3,0,182.88,183.5219184,24,31
Red,0.45299018,0.293275199,0.466991685,33.76809563,1.127575526,0,0,0,170.18,177.8,0.455619268,0.295788642,0.4536331,34.72293911,1.166874569,0,0,0,165.1,167.64,30,27
Red,0.471875,0.5,0.5,46,0.5,1,4,0,167.64,167.64,0.294375,0.25625,0,15.5625,1,2,3,0,167.64,167.64,29,35
Blue,0.44625,0.210625,1.5,36.6875,2.625,3,2,0,182.88,187.96,0.509257813,0.489804688,0.216796875,32.54101563,4.326171875,6,4,0,182.88,187.96,35,34
Blue,0.45299018,0.293275199,0.466991685,33.76809563,1.127575526,0,0,0,160.02,147.32,0.56,0.18,1,31,2,1,0,0,157.48,160.02,21,21
Red,0.36828125,0.08984375,0.1875,15.296875,0.171875,6,1,0,170.18,167.64,0.608125,0.11359375,1.125,35.125,0.578125,6,1,0,172.72,175.26,29,28
Red,0.488125,0.53,0.0625,29.625,3.28125,3,3,0,167.64,167.64,0.47640625,0.0775,1.421875,38.25,0.203125,5,2,0,167.64,172.72,33,33
Red,0.45299018,0.293275199,0.466991685,33.76809563,1.127575526,0,0,0,182.88,183.3322081,0.505,0.25,0,30,0.5,1,1,0,182.88,187.96,29.22285948,27
Blue,0.45299018,0.293275199,0.466991685,33.76809563,1.127575526,0,0,0,172.72,180.34,0.438271484,0.620351563,0.0625,42.30175781,1.407226563,5,6,0,185.42,182.88,27,32
Red,0.535,0.575,1.25,21.75,3.5,2,1,0,187.96,187.96,0.355,0.165,0,31.5,0.5,1,1,0,190.5,198.12,23,31
Blue,0.473125,0.596875,0,37.15625,2.6875,5,2,0,190.5,203.2,0.62,0.5,0,84,2.5,1,1,0,180.34,190.5,27,23
Red,0.54375,0.233125,0,76.65625,1.40625,5,1,0,175.26,177.8,0.633263855,0.663577881,1.001068115,25.62835693,2.003662109,11,5,0,177.8,182.88,31,30
Blue,0.5,0.515,1.25,19.75,2.25,3,2,0,162.56,160.02,0.58625,0.6796875,2.328125,37,1.671875,5,2,0,175.26,172.72,23,25
Blue,0.37,0,0,12,0,0,1,0,177.8,185.42,0.32,0,0,18.25,0,1,2,0,172.72,175.26,24,30
Red,0.1925,0.23453125,0.71875,9.03125,1.0625,5,2,0,185.42,198.12,0.583359375,0.03515625,0,8.9609375,0.09765625,4,5,0,182.88,182.88,27,27
Red,0.45299018,0.293275199,0.466991685,33.76809563,1.127575526,0,0,0,157.48,162.56,0.3834375,0.33125,0.1875,35.75,5.40625,4,2,0,162.56,165.1,30,31
Blue,0.45299018,0.293275199,0.466991685,33.76809563,1.127575526,0,0,0,185.42,182.88,0.46125,0.175,0.375,45.25,1.25,1,3,0,185.42,182.88,25,34
Blue,0.5,0,0,8,0,0,1,0,177.8,177.8,0.37,0.14,0,29,1,0,1,0,177.8,185.42,26,31
Blue,0.56,0.5,3,61,3,1,0,0,162.56,165.1,0.57,1,3,8,1,1,0,0,162.56,165.1,21,30
Red,0.363984375,0.296875,0.0078125,10.703125,0.7578125,5,3,0,175.26,180.34,0.3125,0.40515625,2.1875,20.90625,1.265625,5,2,0,182.88,193.04,26,24
Red,0.35375,0.4775,0.25,10,4.125,3,1,0,190.5,193.04,0.65,0,0,36,0,1,0,0,185.42,195.58,23,25
Blue,0.31,0.28,1,18,2,0,1,0,177.8,182.88,0.45,0,0,8,0,1,1,0,182.88,187.96,29,27
Red,0.45299018,0.293275199,0.466991685,33.76809563,1.127575526,0,0,0,175.26,183.3322081,0.32375,0.29625,0.875,13.75,0.5,1,3,0,182.88,185.42,30,26
Red,0.45299018,0.293275199,0.466991685,33.76809563,1.127575526,0,0,0,185.42,183.3322081,0.66,0.5,0,14,1,1,0,0,177.8,182.88,33,23
Red,0.565,0.375,0,37,2,1,1,0,180.34,182.88,0.33125,0.29125,0.625,42.875,0.625,2,2,0,182.88,193.04,24,36
Blue,0.45299018,0.293275199,0.466991685,33.76809563,1.127575526,0,0,0,162.56,162.56,0.325,0.33,1.5,35,1,1,1,0,160.02,162.56,29,25
Blue,0.45299018,0.293275199,0.466991685,33.76809563,1.127575526,0,0,0,185.42,187.96,0.571428623,0.379199982,0.500259399,33.87145042,0.50453186,11,9,0,187.96,190.5,33,35
Blue,0.3025,0.3125,0.875,31.5,1.125,3,1,0,170.18,182.88,0.534765625,0.4928125,0.334472656,47.36230469,3.849121094,9,3,0,167.64,167.64,29,30
Red,0.5,0,0,5,0,0,1,0,187.96,183.3322081,0.785,0.5,1,17.5,3,0,2,0,185.42,195.58,24,26
Blue,0.45299018,0.293275199,0.466991685,33.76809563,1.127575526,0,0,0,152.4,154.94,0.455619268,0.295788642,0.4536331,34.72293911,1.166874569,0,0,0,160.02,160.02,28,25
Red,0.45625,0.09375,0.625,27.375,0.375,4,0,0,185.42,185.42,0.443847656,0.148477783,1.720214844,37.35864258,0.213012695,9,5,0,182.88,193.04,28,26
Blue,0.45299018,0.293275199,0.466991685,33.76809563,1.127575526,0,0,0,177.8,180.34,0.26625,0.61375,0.625,18.4375,1.59375,3,3,0,175.26,180.34,24,30
Blue,0.56,0.33,2,45,1,0,1,0,182.88,185.42,0.455619268,0.295788642,0.4536331,34.72293911,1.166874569,0,0,0,182.88,183.5219184,29.22285948,30
Red,0.45299018,0.293275199,0.466991685,33.76809563,1.127575526,0,0,0,182.88,187.96,0.525,0,0,35.5,0,1,1,0,190.5,190.5,26,26
Blue,0.45299018,0.293275199,0.466991685,33.76809563,1.127575526,0,0,0,182.88,193.04,0.345,0.5,0.5,16.5,0.5,0,2,0,182.88,193.04,32,30
Red,0.45299018,0.293275199,0.466991685,33.76809563,1.127575526,0,0,0,172.72,183.3322081,0.455619268,0.295788642,0.4536331,34.72293911,1.166874569,0,0,0,180.34,180.34,21,22
Red,0.38859375,0.05203125,0.203125,14.546875,0.296875,3,4,0,170.18,177.8,0.568630371,0.405397949,1.30078125,21.09008789,2.002197266,9,4,0,167.64,170.18,31,33
Red,0.45299018,0.293275199,0.466991685,33.76809563,1.127575526,0,0,0,177.8,183.3322081,0.455619268,0.295788642,0.4536331,34.72293911,1.166874569,0,0,0,177.8,183.5219184,29.22285948,30
Blue,0.36,0.125,0.375,48.75,0.125,2,2,0,172.72,177.8,0.433515625,0.273730469,0.958007813,36.3125,1.229492188,6,5,0,175.26,172.72,29,27
Red,0.46375,0.41625,0,41.8125,2.75,4,1,0,175.26,180.34,0.3875,0.3125,0,54.0625,0.3125,3,2,0,177.8,185.42,33,26
Red,0.41625,0.125,0.375,10.875,0.125,2,2,0,180.34,182.88,0.455619268,0.295788642,0.4536331,34.72293911,1.166874569,0,0,0,182.88,187.96,31,27
Red,0.45299018,0.293275199,0.466991685,33.76809563,1.127575526,0,0,0,170.18,183.3322081,0.3725,0.3875,0,40.625,2.75,3,2,0,190.5,203.2,23,26
Red,0.395,0.415,0.25,30.75,1,2,1,0,162.56,162.56,0.41,0.33,1,24,0.75,1,2,0,172.72,177.8,34,23
Blue,0.45299018,0.293275199,0.466991685,33.76809563,1.127575526,0,0,0,177.8,185.42,0.455619268,0.295788642,0.4536331,34.72293911,1.166874569,0,0,0,180.34,183.5219184,31,35
Blue,0.453681641,0.071152344,0.069335938,19.86230469,0.263671875,6,5,0,180.34,187.96,0.500224609,0.092944336,0.157226563,17.48486328,0.534179688,6,6,0,185.42,193.04,43,32
Blue,0.438239746,0.041708374,0.040161133,45.96008301,0.058349609,9,6,0,180.34,187.96,0.19546875,0.083125,0,17.6875,0.125,5,2,0,182.88,187.96,34,26
Blue,0.472410259,0.063476801,0.000259876,21.83941102,0.125976801,14,9,0,190.5,195.58,0.6,0,0,21,0,1,0,0,190.5,187.96,38,26
Red,0.4475,0.22765625,0.25,55.40625,2.03125,4,3,0,165.1,165.1,0.328125,0.2859375,0.0625,20.171875,1.375,4,3,0,165.1,170.18,27,31
Red,0.54,0.25,0.625,30,0.5,3,1,0,187.96,195.58,0.54,0.5,3.25,7,0.5,2,1,0,210.82,213.36,35,21
Blue,0.290966797,0.395400391,4.004882813,21.00195313,0.438476563,9,2,0,172.72,180.34,0.472531128,0.010131836,6.10E-05,13.57580566,0.02935791,10,5,0,175.26,180.34,28,28
Red,0.45299018,0.293275199,0.466991685,33.76809563,1.127575526,0,0,0,175.26,177.8,0.42611084,0.008623047,0.008544922,35.02685547,0.029296875,8,5,0,177.8,182.88,23,29
Red,0.45299018,0.293275199,0.466991685,33.76809563,1.127575526,0,0,0,175.26,183.3322081,0.32375,0.75,0.625,5.5,0.75,3,1,0,180.34,183.5219184,29.22285948,22
Red,0.35515625,0.26078125,0.15625,36.46875,0.609375,6,1,0,162.56,165.1,0.603671875,0.67609375,1.5,84.2265625,8.1328125,6,2,0,160.02,167.64,29,27
Red,0.45299018,0.293275199,0.466991685,33.76809563,1.127575526,0,0,0,190.5,195.58,0.56,1,0,21,1,0,1,0,193.04,205.74,21,36
Blue,0.5725,0,0,40.75,0,3,0,0,185.42,182.88,0.527407227,0.020600586,0.033203125,20.25634766,0.02734375,6,6,0,182.88,200.66,27,33
Red,0.5515625,0.4828125,0.03125,15.375,1.0625,2,4,0,167.64,175.26,0.47,0,0.5,49.5,0,1,1,0,167.64,167.64,34,29
Red,0.38875,0.0625,0,43.875,0.0625,3,2,0,182.88,187.96,0.432929688,0.255859375,0.5625,52.79882813,1.806640625,7,3,0,180.34,182.88,35,31
Red,0.53,0,1,19,0,2,0,0,165.1,165.1,0.565,0.21875,2.3125,52,1.6875,4,1,0,175.26,172.72,27,24
Blue,0.425,0.33,0.5,29,1,1,1,0,180.34,185.42,0.42375,0.125,0,56.75,0.25,2,2,0,190.5,190.5,32,29
Red,0.497557809,0.509177275,0.009313583,23.14362025,1.02013278,13,10,0,182.88,187.96,0.418771173,4.05E-06,0.003054619,8.820404053,1.36E-05,14,10,0,182.88,187.96,38,40
Red,0.54,0.5,0,15,2,0,2,0,187.96,183.3322081,0.56,0.75,0.75,19,0.75,2,1,0,190.5,198.12,33,23
Blue,0.345,0.625,0.75,28.75,1.75,3,0,0,177.8,177.8,0.398085938,0.143828125,0.05078125,68.6171875,0.5,7,2,0,167.64,172.72,28,26
Red,0.365,0.7,0,9,1.5,0,2,0,177.8,183.3322081,0.4025,0.4675,1,22.25,2,2,1,0,175.26,180.34,22,24
Red,0.45299018,0.293275199,0.466991685,33.76809563,1.127575526,0,0,0,182.88,180.34,0.34140625,0.72171875,0,32.265625,1.375,5,2,0,185.42,193.04,31,32
Red,0.42875,0.225,0,38.125,0.75,3,1,0,187.96,187.96,0.63375,0,0.125,7.25,0,2,2,0,193.04,198.12,25,32
Blue,0.35,0,0,6,0,0,1,0,190.5,190.5,0.42,0.46,2,15,7,0,1,0,175.26,182.88,28,28
Red,0.36,0.25,0,31.5,2,0,2,0,167.64,183.3322081,0.2,0,0,7,0,0,1,0,175.26,180.34,25,21
Red,0.36625,0.333125,0.65625,41.1875,3.5,4,2,0,154.94,160.02,0.405,0.3196875,1.421875,36.171875,1.5625,4,3,0,162.56,160.02,30,29
Red,0.45299018,0.293275199,0.466991685,33.76809563,1.127575526,0,0,0,175.26,183.3322081,0.485,0.84,0,63.5,4.75,3,0,0,175.26,177.8,26,24
Blue,0.45,0.165,1.5,22,0.5,1,1,0,172.72,175.26,0.63546875,0.231015625,0.14453125,14,0.83984375,6,3,0,170.18,162.56,24,28
Blue,0.635,0.675,0,30.25,3,2,1,0,175.26,180.34,0.46,0.83,0,94,1.5,1,1,0,185.42,190.5,32,31
Red,0.3,0,1.25,29.25,0,1,2,0,175.26,177.8,0.379560547,0.059033203,0.3125,96.01904297,0.283691406,7,5,0,185.42,185.42,29,28
Red,0.545136719,0.22015625,0.501953125,92.01171875,0.888671875,5,5,0,177.8,180.34,0.432183685,0.198381042,0.156402588,29.21355438,0.474243164,13,6,0,175.26,177.8,33,41
Red,0.45299018,0.293275199,0.466991685,33.76809563,1.127575526,0,0,0,185.42,187.96,0.455619268,0.295788642,0.4536331,34.72293911,1.166874569,0,0,0,180.34,195.58,24,30
Red,0.45299018,0.293275199,0.466991685,33.76809563,1.127575526,0,0,0,187.96,183.3322081,0.455619268,0.295788642,0.4536331,34.72293911,1.166874569,0,0,0,187.96,183.5219184,27,30
Red,0.6,1,0,9,1,1,0,0,185.42,190.5,0.310625,0.34,0.0625,12.71875,1.4375,5,1,0,180.34,185.42,25,26
Red,0.45299018,0.293275199,0.466991685,33.76809563,1.127575526,0,0,0,167.64,170.18,0.190078125,0.15296875,0.44140625,6.484375,0.859375,4,5,0,180.34,187.96,31,32
Red,0.546007957,0.036901474,0.313018799,45.22702789,0.235370636,10,10,0,180.34,190.5,0.384724989,0.027359238,0.265651703,39.67921162,0.07837677,13,8,0,175.26,177.8,37,33
Red,0.580234375,0.395625,0.2890625,44.4921875,2.6015625,5,4,0,190.5,190.5,0.41671875,0.15734375,0,76.953125,0.984375,6,2,0,185.42,190.5,37,29
Blue,0.494546242,0.217985229,0.148460388,14.10937119,1.762306213,11,8,0,190.5,203.2,0.7025,0.165,0,26.5,0.5,2,1,0,182.88,187.96,36,24
Red,0.45299018,0.293275199,0.466991685,33.76809563,1.127575526,0,0,0,182.88,193.04,0.5784375,0.375,0.03125,80.8125,1.25,2,4,0,180.34,193.04,24,33
Blue,0.535,0,0,47.5,0,1,1,0,175.26,170.18,0.64,0.66,0,49,6,1,0,0,170.18,182.88,28,27
Blue,0.45299018,0.293275199,0.466991685,33.76809563,1.127575526,0,0,0,170.18,170.18,0.44,0.5,2,41,1,0,1,0,180.34,177.8,31,31
Draw,0.3975,0.7025,0,68,2.5,3,0,0,180.34,177.8,0.47,0.14,1,22,1,1,0,0,182.88,190.5,27,34
Blue,0.45299018,0.293275199,0.466991685,33.76809563,1.127575526,0,0,0,190.5,193.04,0.5,0,0,4,0,1,0,0,187.96,190.5,26,28
Blue,0.45299018,0.293275199,0.466991685,33.76809563,1.127575526,0,0,0,185.42,187.96,0.295,0,0,13.25,0,0,3,0,190.5,200.66,26,34
Blue,0.4559375,0,0,49.34375,0,3,3,0,195.58,203.2,0.4396875,0,0.53125,40.53125,0,4,2,0,200.66,203.2,32,34
Blue,0.45299018,0.293275199,0.466991685,33.76809563,1.127575526,0,0,0,170.18,183.3322081,0.455619268,0.295788642,0.4536331,34.72293911,1.166874569,0,0,0,165.1,162.56,30,30
Red,0.5,0,0,1,0,0,1,0,177.8,183.3322081,0.455619268,0.295788642,0.4536331,34.72293911,1.166874569,0,0,0,175.26,180.34,24,30
Red,0.563125,0.2875,0.75,57.875,1,2,3,0,170.18,175.26,0.339291992,0.324814453,0.252441406,25.95556641,0.695800781,5,7,0,162.56,160.02,32,34
Red,0.2903125,0.0625,0.03125,61.5,0.0625,2,4,0,167.64,177.8,0.43828125,0.403125,0.5,48.953125,1.71875,5,2,0,170.18,175.26,30,29
Red,0.285,0.33,0,9.5,2,1,1,0,180.34,183.3322081,0.258125,0.58125,0.5625,27.4375,1.25,3,2,0,175.26,177.8,28,25
Blue,0.5578125,0.57421875,0.5703125,16.8984375,5.3203125,6,4,0,162.56,160.02,0.52,0.365,1,24,1.5,2,0,0,165.1,170.18,26,27
Red,0.54,0.5,0,35.5,0.5,1,1,0,190.5,193.04,0.5375,0.15625,0.625,81.09375,0.3125,3,3,0,185.42,190.5,28,34
Blue,0.45299018,0.293275199,0.466991685,33.76809563,1.127575526,0,0,0,165.1,165.1,0.4125,0.165,0.75,11,0.5,2,1,0,167.64,165.1,27,34
Red,0.501875,0.09125,0.625,22.8125,0.5,4,1,0,185.42,193.04,0.6,0.5,0.5,24.5,2,2,0,0,177.8,182.88,22,23
